"ABT						"
"ADBE						"
"AEM						"
"AKAM						"
"ALXN						"
"AMZN						"
"AVGO						"
"AXP						"
"BAX						"
"BABA						"
"BBY				 	 	 "
"BUD						"
"BURL						"
"BYND						"
"CINF						"
"CLGX						"
"CLX						"
"CRWD						"
"CSCO						"
"CSX						"
"CTXS						"
"DD						"
"DFS						"
"DLR						"
"DOCU						"
"EW						"
"EXPE						"
"FB						"
"FDX						"
"FSLY						"
"HOLX						"
"HON						"
"HZNP						"
"ICE						"
"INFO						"
"K						"
"KMX						"
"LLY						"
"LULU						"
"MA						"
"MCD						"
"MDT						"
"MRK						"
"NKE						"
"OKTA						"
"PRU						"
"PTON						"
"PYPL						"
"QCOM						"
"RIO						"
"ROKU						"
"SE						"
"SBUX						"
"SPY						"
"SYK						"
"SPOT						"
"TTD						"
"TWLO						"
"ZM						"
OSTK
FOXF
QDEL
NVAX
WING
LULU
CHGG
COUP
PZZA
FSLR
ILMN
W
ETSY
AAPL
SPLK
TER
LRCX
DLTR
SHOP
EA
AMD
PYPL
MEDP
AMZN
BDX
BILL
CDNS
ADSK
GRUB
ES
K
BNTX
CVX
TDOC
GOOG
GOOGL
INCY
TIF
BBY
SAIC
DOCU
ANTM
